844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
844	752
844	751
845	752
844	751
845	752
844	751
845	752
844	751
845	752
844	751
845	752
844	751
845	752
844	751
845	752
844	751
845	752
844	751
845	752
844	751
845	752
844	751
