81040	72137
81040	72137
81040	72137
81040	72137
81040	72137
81040	72137
81040	72137
81040	72137
81040	72137
81040	72137
81040	72137
81040	72137
81040	72137
81040	72137
81040	72137
81040	72137
81040	72137
81040	72137
81040	72137
81040	72137
81040	72137
81040	72137
81040	72137
81041	72137
81040	72137
81041	72137
81040	72137
81041	72137
81040	72138
81041	72137
81040	72138
86099	86906
86099	86906
86099	86906
86099	86906
86098	86907
86099	86906
86098	86907
86099	86906
86098	86907
86099	86906
86098	86907
86099	86906
86098	86907
86099	86906
86098	86907
86099	86906
86098	86907
86099	86906
86098	86907
86099	86906
86098	86907
86099	86906
86098	86907
86099	86906
86098	86907
86099	86906
86098	86907
86099	86906
78412	82024
78412	82024
78412	82024
78412	82023
78412	82024
78412	82023
78412	82024
78412	82023
78412	82024
78412	82023
78412	82024
78412	82023
78412	82024
78412	82023
78412	82024
78412	82023
78412	82024
78412	82023
78412	82024
78412	82023
78412	82024
78413	82023
78412	82024
78413	82023
78412	82024
78413	82023
78412	82024
78413	82023
78412	82024
78413	82023
78412	82024
80312	87771
80312	87772
80312	87771
80311	87772
80312	87771
80311	87772
80312	87771
80311	87772
80312	87771
80311	87772
80312	87771
80311	87772
80312	87771
80311	87772
80312	87771
80311	87772
80312	87771
80311	87772
80312	87771
80311	87772
80312	87771
80311	87772
80312	87771
80311	87772
80312	87771
80311	87772
80312	87771
80311	87772
80312	87771
80311	87772
86542	86894
86542	86894
86542	86894
86542	86894
86542	86894
86543	86894
86542	86894
86543	86894
86542	86894
86543	86894
86542	86894
86543	86894
86542	86894
86543	86894
86542	86894
86543	86894
86542	86894
86543	86894
86542	86894
86543	86894
86542	86894
86543	86894
86542	86894
86543	86894
86542	86894
86543	86894
86542	86894
86543	86895
86542	86894
86543	86895
86542	86894
74740	81024
74740	81024
74740	81024
74740	81024
74740	81024
74740	81024
74740	81024
74740	81024
74740	81024
74740	81024
74740	81024
74740	81024
74740	81024
74740	81025
74740	81024
74740	81025
74740	81024
74741	81025
74740	81024
74741	81025
74740	81024
74741	81025
74740	81024
74741	81025
74740	81024
74741	81025
74740	81024
74741	81025
74740	81024
74741	81025
66375	71987
66375	71987
66374	71987
66375	71986
66374	71987
66375	71986
66374	71987
66375	71986
66374	71987
66375	71986
66374	71987
66375	71986
66374	71987
66375	71986
66374	71987
66375	71986
66374	71987
66375	71986
66374	71987
66375	71986
66374	71987
66375	71986
66374	71987
66375	71986
66374	71987
66375	71986
66374	71987
66375	71986
66374	71987
66375	71986
66374	71987
69248	82306
69248	82306
69248	82306
69248	82306
69248	82306
69248	82306
69248	82306
69248	82306
69248	82306
69248	82306
69248	82306
69248	82306
69248	82306
69248	82307
69248	82306
69248	82307
69248	82306
69248	82307
69248	82306
69248	82307
69248	82306
69248	82307
69248	82306
69247	82307
69248	82306
69247	82307
69248	82306
69247	82307
69248	82306
69247	82307
69248	82306
68523	90157
68523	90157
68523	90157
68523	90157
68523	90158
68523	90157
68523	90158
68523	90157
68523	90158
68523	90157
68523	90158
68523	90157
68523	90158
68523	90157
68523	90158
68523	90157
68523	90158
68523	90157
68523	90158
68523	90157
68523	90158
68523	90157
68523	90158
68523	90157
68523	90158
68523	90157
68524	90158
68523	90157
68524	90158
68523	90157
62369	85056
62369	85056
62369	85056
62369	85056
62369	85056
62369	85056
62369	85056
62369	85056
62369	85056
62369	85056
62369	85056
62369	85056
62369	85056
62369	85056
62369	85056
62368	85056
62369	85056
62368	85056
62369	85056
62368	85056
62369	85056
62368	85056
62369	85056
62368	85057
62369	85056
62368	85057
62369	85056
62368	85057
62369	85056
62368	85057
62369	85056
67428	84232
67428	84232
67428	84232
67428	84232
67428	84232
67428	84232
67428	84232
67429	84232
67428	84232
67429	84232
67428	84232
67429	84232
67428	84232
67429	84233
67428	84232
67429	84233
67428	84232
67429	84233
67428	84232
67429	84233
67428	84232
67429	84233
67428	84232
67429	84233
67428	84232
67429	84233
67428	84232
67429	84233
67428	84232
67429	84233
68990	81346
68990	81346
68990	81346
68990	81346
68990	81346
68990	81346
68990	81346
68990	81346
68990	81346
68990	81346
68990	81346
68990	81346
68990	81346
68990	81346
68990	81346
68990	81346
68990	81346
68989	81346
68990	81346
68989	81346
68990	81346
68989	81346
68990	81346
68989	81346
68990	81346
68989	81345
68990	81346
68989	81345
68990	81346
68989	81345
68990	81346
