805	961
859	960
843	934
781	908
734	820
741	767
750	755
671	735
679	663
693	641
674	632
676	643
674	693
706	708
749	778
800	821
890	856
1008	887
1059	954
1123	1046
1147	1146
1133	1152
1246	1210
1230	1234
1219	1191
1210	1137
1168	1066
1028	1024
1002	968
1083	906
1047	771
994	795
940	710
894	671
861	585
855	627
801	656
806	603
891	564
914	654
997	671
1089	770
1150	836
1206	851
1291	853
1220	898
1248	893
1330	1022
1284	930
1185	898
1115	882
1128	945
1030	914
986	900
930	874
892	804
758	774
734	768
685	693
695	655
757	656
753	654
778	640
833	702
883	733
914	810
970	806
973	810
1114	797
1045	809
1090	777
1044	827
1011	967
937	993
920	929
939	879
894	864
846	807
868	781
820	738
839	720
802	697
790	646
817	615
803	593
779	614
827	697
856	735
864	781
942	786
929	866
920	913
984	927
1016	829
1050	878
1105	883
1090	845
1090	878
1022	795
897	773
897	719
814	632
803	563
843	550
785	580
672	526
632	495
669	495
688	470
708	446
710	488
775	523
874	572
970	694
1172	733
1239	877
1307	957
1318	956
1251	921
1247	890
1114	887
1025	790
986	767
965	739
944	717
925	707
869	695
821	678
696	639
673	592
626	495
628	432
585	408
589	415
669	414
657	440
717	456
798	521
840	577
961	682
1030	780
1040	750
1025	761
1004	768
1005	756
1001	733
1012	725
910	640
864	580
849	595
808	612
740	540
740	529
682	518
671	499
635	462
620	463
623	484
610	504
648	489
742	496
760	592
876	592
875	685
972	794
922	843
913	854
898	880
946	851
983	830
858	851
807	806
777	836
714	844
695	742
679	675
638	631
652	577
619	561
568	545
595	506
610	511
599	578
629	581
683	722
765	781
785	944
829	1025
879	1025
789	1025
826	954
879	1025
870	1015
898	916
892	931
784	913
712	932
712	892
617	871
607	855
544	765
547	702
573	676
620	615
684	594
698	630
711	661
763	657
765	715
751	762
858	895
964	1046
1114	1181
1133	1162
1150	1180
1183	1045
1201	947
1186	893
1220	897
1155	845
1116	763
1029	709
973	661
951	566
952	595
870	575
823	494
740	495
716	512
696	550
734	544
754	541
833	534
864	586
918	606
821	662
867	739
801	817
742	825
795	860
725	817
788	789
786	716
732	651
701	569
644	511
584	478
593	471
588	445
630	375
586	299
576	251
515	254
491	221
483	227
474	228
467	256
521	246
549	321
554	311
539	345
505	405
450	430
498	493
467	522
427	566
444	534
376	475
357	488
330	414
348	412
395	436
383	414
387	395
353	399
385	421
434	453
402	453
367	423
359	436
396	469
443	521
417	530
410	570
428	533
412	533
409	504
353	513
379	491
370	489
324	452
239	399
231	335
264	329
273	312
271	313
302	298
313	293
305	247
312	207
380	202
439	194
429	213
458	192
483	208
522	217
622	306
611	377
640	424
660	429
623	452
672	517
577	491
632	456
690	421
692	409
673	374
618	334
537	314
572	271
551	234
581	237
594	236
558	213
568	252
550	271
519	317
522	327
556	387
575	398
607	407
660	416
750	401
720	386
804	429
839	435
813	448
790	439
844	464
740	391
764	400
680	348
687	340
636	318
582	324
550	297
595	239
559	265
592	237
597	192
642	218
736	241
745	262
896	271
982	299
974	344
1057	357
1069	317
1031	317
1036	335
1022	291
1036	276
1012	250
964	243
925	258
977	244
974	272
917	227
926	202
909	217
868	155
890	147
883	159
854	147
931	156
948	202
1039	192
1106	216
1232	261
1320	332
1441	326
1358	389
1296	443
1268	427
1272	429
1269	359
1184	356
1106	292
1077	287
1017	260
999	279
959	307
944	291
943	267
919	233
889	247
887	271
872	260
900	270
957	343
1040	340
1103	374
1228	355
1278	387
1377	444
1298	482
1334	482
1351	480
1305	479
1278	481
1169	496
1119	540
1054	503
1026	503
926	480
893	437
893	492
932	499
938	486
883	459
907	466
929	476
969	474
950	487
1016	504
1110	592
1116	636
1255	706
1362	729
1351	720
1268	760
1291	777
1323	707
1302	660
1219	627
1110	602
1145	543
1056	539
978	523
1008	533
1002	530
991	525
956	540
962	492
947	408
920	435
983	474
1054	428
1101	447
1255	516
1330	569
1441	605
1503	617
1365	543
1359	511
1360	506
1283	484
1297	441
1293	387
1212	392
1089	381
1021	329
975	329
972	285
949	281
889	306
845	256
846	269
884	270
916	285
988	327
1021	365
1087	413
1164	519
1291	530
1402	567
1481	539
1404	584
1443	582
1507	589
1459	598
1394	679
1265	665
1307	694
1290	543
1195	484
1131	475
1092	439
1067	393
1060	420
1067	391
1021	369
1090	389
1165	443
1267	426
1347	453
1454	552
1587	576
1671	639
1719	702
1779	752
1880	748
1867	706
1877	739
1876	702
1786	665
1779	695
1672	688
1515	637
1519	656
1443	584
1434	586
1376	530
1326	491
1282	590
1233	584
1252	531
1271	565
1319	543
1382	640
1498	727
1653	783
1829	859
1966	925
2000	1048
1906	970
1897	994
1838	1059
1781	1081
1693	1022
1638	974
1607	980
1501	928
1423	853
1334	817
1266	827
1215	781
1173	755
1119	748
1078	666
1079	665
1053	654
1118	722
1111	698
1229	812
1322	900
1453	969
1611	1020
1710	1030
1663	1032
1647	1012
1654	978
1530	951
1532	972
1477	900
1380	796
1301	722
1252	677
1254	621
1171	566
1025	546
999	464
966	478
948	486
935	487
918	485
936	522
1006	567
1048	583
1120	657
1269	658
1388	691
1542	735
1536	679
1542	710
1526	610
1490	637
1504	678
1438	673
1301	614
1315	585
1301	541
1254	494
1175	492
1104	466
1029	440
1012	403
997	389
1008	397
1050	432
1086	467
1048	496
1108	485
1226	471
1304	495
1408	518
1527	576
1489	549
1441	522
1540	470
1471	432
1446	483
1355	467
1310	471
1257	485
1279	466
1249	445
1133	503
1086	489
1031	456
1045	458
1009	444
955	479
941	503
976	532
1027	575
1057	637
1104	668
1192	642
1276	604
1345	685
1316	650
1204	654
1306	637
1189	655
1317	547
1305	473
1187	460
1147	351
1037	405
973	442
954	387
993	322
873	343
860	303
877	341
886	314
905	333
968	377
1016	392
1103	455
1201	457
1393	471
1556	507
1604	569
1623	599
1663	634
1652	673
1655	615
1629	521
1598	421
1567	345
1384	323
1394	318
1319	277
1311	203
1315	197
1230	166
1190	192
1126	191
1106	166
1108	176
1175	163
1232	209
1323	218
1416	294
1529	340
1689	388
1773	464
1685	540
1567	592
1605	594
1520	591
1448	591
1370	597
1300	559
1227	558
1201	498
1077	465
993	410
992	440
919	389
851	348
783	386
779	417
